,pair,title,description,link,provider,time_published
14,eur-usd,"Stocks slip, notch weekly loss on US election nerves; crude oil gains","By Chibuike Oguh NEW YORK (Reuters) -Global stocks slipped on Friday, finishing the week lower amid U.S. election jitters, while oil prices rose due to concerns about fighting in...",https://www.investing.com/news/economy-news/dollar-droops-with-us-yields-stocks-mixed-amid-rates-election-risks-3682402,Reuters,2024-10-25 20:52:13
15,eur-usd,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.61%,"Investing.com – U.S. stocks were mixed after the close on Friday, as gains in the Technology, Oil & Gas and Consumer Goods sectors led shares higher while losses in the Telecoms,...",https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-061-3684263,Investing.com,2024-10-25 20:35:06
16,eur-usd,Take Five: Ready for an action-packed week?,"LONDON (Reuters) - Traders will have their work cut out keeping up with Japan's snap election, U.S. jobs data, a UK budget, euro zone growth numbers and a slew of third-quarter...",https://www.investing.com/news/economy-news/take-five-ready-for-an-actionpacked-week-3682630,Reuters,2024-10-25 20:30:48
17,eur-usd,Portugal stocks higher at close of trade; PSI up 0.34%,"Investing.com – Portugal stocks were higher after the close on Friday, as gains in the Consumer Services, Utilities and Technology sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/portugal-stocks-higher-at-close-of-trade-psi-up-034-3683926,Investing.com,2024-10-25 16:10:33
18,eur-usd,Italy stocks higher at close of trade; Investing.com Italy 40 up 0.15%,"Investing.com – Italy stocks were higher after the close on Friday, as gains in the Oil & Gas, Chemicals and Travel & Leisure sectors led shares higher. At the close in Milan, the...",https://www.investing.com/news/stock-market-news/italy-stocks-higher-at-close-of-trade-investingcom-italy-40-up-015-3683919,Investing.com,2024-10-25 16:07:12
19,eur-usd,Germany stocks higher at close of trade; DAX up 0.02%,"Investing.com – Germany stocks were higher after the close on Friday, as gains in the Food & Beverages, Retail and Software sectors led shares higher. At the close in Frankfurt,...",https://www.investing.com/news/stock-market-news/germany-stocks-higher-at-close-of-trade-dax-up-002-3683917,Investing.com,2024-10-25 16:06:20
20,eur-usd,France stocks lower at close of trade; CAC 40 down 0.08%,"Investing.com – France stocks were lower after the close on Friday, as losses in the Technology, Utilities and Financials sectors led shares lower. At the close in Paris, the CAC...",https://www.investing.com/news/stock-market-news/france-stocks-lower-at-close-of-trade-cac-40-down-008-3683915,Investing.com,2024-10-25 16:05:36
21,eur-usd,Finland stocks higher at close of trade; OMX Helsinki 25 up 0.39%,"Investing.com – Finland stocks were higher after the close on Friday, as gains in the Basic Materials, Oil & Gas and Consumer Services sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/finland-stocks-higher-at-close-of-trade-omx-helsinki-25-up-039-3683904,Investing.com,2024-10-25 16:00:04
22,eur-usd,Dollar edges lower after data as recent rally stalls,"By Chuck Mikolajczak NEW YORK (Reuters) -The dollar slipped for a second straight session, as a recent ascent lost steam, but the greenback was still on track for a fourth...",https://www.investing.com/news/economy-news/yen-wobbles-vulnerable-to-political-reverberations-3682390,Reuters,2024-10-25 15:41:17
23,eur-usd,"Factbox-What to expect in 2024: Forecasts for GDP, inflation and other assets",(Reuters) -The U.S. Federal Reserve cut interest rates by an oversized 50 basis points in its Sept. 17-18 meeting that Chair Jerome Powell said was meant to show policymakers'...,https://www.investing.com/news/economy-news/factboxwhat-to-expect-in-2024-forecasts-for-gdp-inflation-and-other-assets-3683567,Reuters,2024-10-25 13:21:03
24,eur-usd,Dollar on track for weekly gain; next week's payrolls looms large,"Investing.com - The U.S. dollar held largely steady Friday, on course for a fourth straight week of gains, underpinned by falling expectations of aggressive Fed rate cuts as well...",https://www.investing.com/news/forex-news/dollar-on-track-for-weekly-gain-next-weeks-payrolls-looms-large-3682528,Investing.com,2024-10-25 08:30:01
25,eur-usd,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.33%,"Investing.com – U.S. stocks were mixed after the close on Thursday, as gains in the Consumer Goods, Consumer Services and Technology sectors led shares higher while losses in the...",https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-033-3681872,Investing.com,2024-10-24 20:31:08
26,eur-usd,Brazil stocks higher at close of trade; Bovespa up 0.61%,"Investing.com – Brazil stocks were higher after the close on Thursday, as gains in the Consumption, Real Estate and Financials sectors led shares higher. At the close in Sao...",https://www.investing.com/news/stock-market-news/brazil-stocks-higher-at-close-of-trade-bovespa-up-061-3681864,Investing.com,2024-10-24 20:30:08
27,eur-usd,"Euro, yen climb as dollar rally takes a breather","By Chuck Mikolajczak NEW YORK (Reuters) -The euro and Japanese yen strengthened on Thursday as the U.S. dollar paused after rallying to a nearly three-month high, with the...",https://www.investing.com/news/economy-news/dollar-stands-tall-on-bets-for-slower-fed-cuts-potential-trump-win-3679168,Reuters,2024-10-24 19:35:40
28,eur-usd,Spain stocks lower at close of trade; IBEX 35 down 0.15%,"Investing.com – Spain stocks were lower after the close on Thursday, as losses in the Financial Services & Real Estate, Chemical, Petroleum & Plastic and Building & Construction...",https://www.investing.com/news/stock-market-news/spain-stocks-lower-at-close-of-trade-ibex-35-down-015-3681245,Investing.com,2024-10-24 16:08:26
29,eur-usd,Portugal stocks lower at close of trade; PSI down 0.45%,"Investing.com – Portugal stocks were lower after the close on Thursday, as losses in the Financials, Basic Materials and Industrials sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/portugal-stocks-lower-at-close-of-trade-psi-down-045-3681240,Investing.com,2024-10-24 16:07:55
30,eur-usd,Italy stocks higher at close of trade; Investing.com Italy 40 up 0.04%,"Investing.com – Italy stocks were higher after the close on Thursday, as gains in the Healthcare, Oil & Gas and Industrials sectors led shares higher. At the close in Milan, the...",https://www.investing.com/news/stock-market-news/italy-stocks-higher-at-close-of-trade-investingcom-italy-40-up-004-3681236,Investing.com,2024-10-24 16:07:04
31,eur-usd,Germany stocks higher at close of trade; DAX up 0.39%,"Investing.com – Germany stocks were higher after the close on Thursday, as gains in the Transportation & Logistics, Food & Beverages and Telecoms sectors led shares higher. At the...",https://www.investing.com/news/stock-market-news/germany-stocks-higher-at-close-of-trade-dax-up-039-3681234,Investing.com,2024-10-24 16:06:14
32,eur-usd,France stocks higher at close of trade; CAC 40 up 0.08%,"Investing.com – France stocks were higher after the close on Thursday, as gains in the Consumer Goods, Consumer Services and Financials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/france-stocks-higher-at-close-of-trade-cac-40-up-008-3681231,Investing.com,2024-10-24 16:05:30
33,eur-usd,Dollar slips from three-month highs; euro gains after PMIs,"Investing.com - The U.S. dollar slipped slightly lower Thursday, but remained close to three-month highs underpinned by expectations for a slower pace of interest rate cuts by the...",https://www.investing.com/news/forex-news/dollar-slips-from-threemonth-highs-euro-gains-after-pmis-3679530,Investing.com,2024-10-24 08:11:04
34,eur-usd,"ECB probably to cut rates by 25 basis points in Dec, Bloomberg News reports","(Reuters) - The European Central Bank (ECB) will probably cut interest rates by a quarter-point in December, Bloomberg News reported on Thursday in an interview with ECB...",https://www.investing.com/news/economy-news/ecb-probably-to-cut-rates-by-25-basis-points-in-dec-bloomberg-news-reports-3679276,Reuters,2024-10-24 04:40:40
35,eur-usd,PMIs take centre stage,A look at the day ahead in European and global markets from Rae Wee Markets in Europe on Thursday will be focused on a raft of preliminary Purchasing Managers' Index (PMI)...,https://www.investing.com/news/economy-news/pmis-take-centre-stage-3679272,Reuters,2024-10-24 04:35:39
36,eur-usd,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.96%,"Investing.com – U.S. stocks were lower after the close on Wednesday, as losses in the Technology, Consumer Services and Consumer Goods sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/us-stocks-lower-at-close-of-trade-dow-jones-industrial-average-down-096-3678656,Investing.com,2024-10-23 20:35:06
37,eur-usd,"Dollar continues rally, hits 3-month high vs yen",By Chuck Mikolajczak NEW YORK (Reuters) -The dollar climbed above 153 against the yen for the first time in nearly three months on Wednesday on U.S. economic strength and an...,https://www.investing.com/news/economy-news/fed-outlook-pushes-dollar-to-2-12-month-peak-yen-under-pressure-3676507,Reuters,2024-10-23 19:27:24
38,eur-usd,Netherlands stocks lower at close of trade; AEX down 0.82%,"Investing.com – Netherlands stocks were lower after the close on Wednesday, as losses in the Basic Materials, Industrials and Oil & Gas sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/netherlands-stocks-lower-at-close-of-trade-aex-down-082-3678194,Investing.com,2024-10-23 16:07:36
39,eur-usd,Germany stocks mixed at close of trade; DAX down 0.20%,"Investing.com – Germany stocks were mixed after the close on Wednesday, as gains in the Technology, Software and Food & Beverages sectors led shares higher while losses in the...",https://www.investing.com/news/stock-market-news/germany-stocks-mixed-at-close-of-trade-dax-down-020-3678189,Investing.com,2024-10-23 16:06:17
40,eur-usd,France stocks lower at close of trade; CAC 40 down 0.50%,"Investing.com – France stocks were lower after the close on Wednesday, as losses in the Basic Materials, Consumer Services and Financials sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/france-stocks-lower-at-close-of-trade-cac-40-down-050-3678188,Investing.com,2024-10-23 16:05:34
41,eur-usd,Belgium stocks higher at close of trade; BEL 20 up 0.05%,"Investing.com – Belgium stocks were higher after the close on Wednesday, as gains in the Healthcare, Utilities and Technology sectors led shares higher. At the close in Brussels,...",https://www.investing.com/news/stock-market-news/belgium-stocks-higher-at-close-of-trade-bel-20-up-005-3678186,Investing.com,2024-10-23 16:05:03
42,eur-usd,"Morning Bid: Dollar rides rising yields, Canada set to ease","A look at the day ahead in U.S. and global markets from Mike Dolan The dollar continues to ride higher on the back of an anxious pre-election climb in U.S. Treasury yields,...",https://www.investing.com/news/commodities-news/morning-bid-dollar-rides-rising-yields-canada-set-to-ease-3676874,Reuters,2024-10-23 11:21:52
43,eur-usd,Dollar rises to highs; political uncertainty spurs safe haven demand,"Investing.com - The U.S. dollar climbed to new highs Wednesday, as uncertainty over U.S. interest rates and the upcoming presidential elections kept the safe haven in demand. At...",https://www.investing.com/news/forex-news/dollar-rises-to-highs-political-uncertainty-spurs-safe-haven-demand-3676751,Investing.com,2024-10-23 08:16:43
44,eur-usd,"Shares fall, US yields rise amid election and rate cut jitters",By Chibuike Oguh NEW YORK (Reuters) -Global stocks dropped for the second straight session while U.S. yields rose on Tuesday amid market uncertainty ahead of the U.S. election as...,https://www.investing.com/news/stock-market-news/bonds-slide-stocks-slip-as-us-election-looms-3674221,Reuters,2024-10-22 21:18:18
45,eur-usd,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.02%,"Investing.com – U.S. stocks were mixed after the close on Tuesday, as gains in the Consumer Goods, Oil & Gas and Technology sectors led shares higher while losses in the Telecoms,...",https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-002-3676132,Investing.com,2024-10-22 20:35:06
46,eur-usd,Brazil stocks lower at close of trade; Bovespa down 0.19%,"Investing.com – Brazil stocks were lower after the close on Tuesday, as losses in the Real Estate, Financials and Electric Power sectors led shares lower. At the close in Sao...",https://www.investing.com/news/stock-market-news/brazil-stocks-lower-at-close-of-trade-bovespa-down-019-3676110,Investing.com,2024-10-22 20:30:08
47,eur-usd,"Dollar hits to 2-1/2-month peak as US rates, election eyed","By Chuck Mikolajczak NEW YORK (Reuters) - The U.S. dollar rose to a fresh 2-1/2-month high on Tuesday, continuing its recent ascent on expectations the Federal Reserve will temper...",https://www.investing.com/news/economy-news/dollar-steady-at-august-high-on-us-rates-view-election-3674220,Reuters,2024-10-22 20:11:05
48,eur-usd,Netherlands stocks lower at close of trade; AEX down 0.11%,"Investing.com – Netherlands stocks were lower after the close on Tuesday, as losses in the Consumer Goods, Telecoms and Consumer Services sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/netherlands-stocks-lower-at-close-of-trade-aex-down-011-3675694,Investing.com,2024-10-22 16:12:28
49,eur-usd,Italy stocks lower at close of trade; Investing.com Italy 40 down 0.70%,"Investing.com – Italy stocks were lower after the close on Tuesday, as losses in the Utilities, Telecoms and Financials sectors led shares lower. At the close in Milan, the...",https://www.investing.com/news/stock-market-news/italy-stocks-lower-at-close-of-trade-investingcom-italy-40-down-070-3675689,Investing.com,2024-10-22 16:12:04
50,eur-usd,France stocks lower at close of trade; CAC 40 down 0.01%,"Investing.com – France stocks were lower after the close on Tuesday, as losses in the Utilities, Financials and Basic Materials sectors led shares lower. At the close in Paris,...",https://www.investing.com/news/stock-market-news/france-stocks-lower-at-close-of-trade-cac-40-down-001-3675686,Investing.com,2024-10-22 16:10:33
51,eur-usd,Belgium stocks lower at close of trade; BEL 20 down 0.37%,"Investing.com – Belgium stocks were lower after the close on Tuesday, as losses in the Utilities, Industrials and Consumer Services sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/belgium-stocks-lower-at-close-of-trade-bel-20-down-037-3675685,Investing.com,2024-10-22 16:10:03
52,eur-usd,Finland stocks lower at close of trade; OMX Helsinki 25 down 0.55%,"Investing.com – Finland stocks were lower after the close on Tuesday, as losses in the Utilities, Telecoms and Financials sectors led shares lower. At the close in Helsinki, the...",https://www.investing.com/news/stock-market-news/finland-stocks-lower-at-close-of-trade-omx-helsinki-25-down-055-3675658,Investing.com,2024-10-22 16:00:06
53,eur-usd,"ECB's Centeno sees risk of undershooting inflation goal, wants gradual, steady rate cuts","LISBON (Reuters) -Inflation in the euro zone has slowed to converge with the European Central Bank's 2% target and the risk now is undershooting the goal, ECB policymaker Mario...",https://www.investing.com/news/economy-news/ecbs-centeno-sees-risk-of-undershooting-inflation-goal-wants-gradual-rate-cuts-3675282,Reuters,2024-10-22 14:36:33
54,eur-usd,UBS sees EUR/USD climbing toward 1.16 by 2025,"On Tuesday, UBS projected a volatile period ahead for the EUR/USD currency pair, with expectations of a gradual rise above 1.10 and toward 1.16 by 2025. ""The US election poses a...",https://www.investing.com/news/forex-news/ubs-sees-eurusd-climbing-toward-116-by-2025-93CH-3675349,Investing.com,2024-10-22 14:07:01
55,eur-usd,"Euro could fall 10% on Trump tariffs, tax cuts, Goldman says",Investing.com -- Recent developments have reinforced the factors supporting the dollar's strength over the past decade but the upcoming US election could significantly alter this...,https://www.investing.com/news/forex-news/euro-could-fall-10-on-trump-tariffs-tax-cuts-goldman-says-3674737,Investing.com,2024-10-22 10:56:57
56,eur-usd,"Factbox-What to expect in 2024: Forecasts for GDP, inflation and other assets",(Reuters) - The U.S. Federal Reserve cut interest rates by an oversized 50 basis points (bps) in its Sept 17-18 meeting that Chair Jerome Powell said was meant to show...,https://www.investing.com/news/economy-news/factboxwhat-to-expect-in-2024-forecasts-for-gdp-inflation-and-other-assets-3674489,Reuters,2024-10-22 10:20:49
57,eur-usd,"Morning Bid: Bonds bowl over the pins, IMF forecasts due",A look at the day ahead in U.S. and global markets from Mike Dolan U.S. Treasuries are starting to balk at post-election fiscal prospects and the resulting spike in benchmark...,https://www.investing.com/news/commodities-news/morning-bid-bonds-bowl-over-the-pins-imf-forecasts-due-3674510,Reuters,2024-10-22 10:11:20
58,eur-usd,Goldman Sachs says euro could drop 10% under Trump tariffs and tax cuts,By Harry Robertson LONDON (Reuters) - Goldman Sachs said on Tuesday the euro could fall as much as 10% - implying a drop below $1 from current levels - in a scenario in which...,https://www.investing.com/news/forex-news/goldman-sachs-says-euro-could-drop-10-under-trump-tariffs-and-tax-cuts-3674395,Reuters,2024-10-22 09:16:19
59,eur-usd,Dollar slips from highs; euro gains ahead of ECB speakers,"Investing.com - The U.S. dollar edged lower Tuesday, but remained near recent highs amid uncertainty over the pace of interest rate reductions as the US presidential election draws...",https://www.investing.com/news/forex-news/dollar-slips-from-highs-euro-gains-ahead-of-ecb-speakers-3674388,Investing.com,2024-10-22 08:38:45
60,eur-usd,"No signs that euro zone inflation will deviate from current projections, ECB's Escriva says",MADRID (Reuters) - There are not yet enough indications that the euro zone's inflation could drift further down or up to change the European Central Bank's central scenario for...,https://www.investing.com/news/economy-news/no-signs-that-euro-zone-inflation-will-deviate-from-current-projections-ecbs-escriva-says-3674380,Reuters,2024-10-22 08:01:00
61,eur-usd,Stocks lose ground amid cautious trading with gold at record high,By Chibuike Oguh NEW YORK (Reuters) -Global equity markets lost ground on Monday as traders remained cautious amid rising geopolitical tensions and uncertainty over the U.S....,https://www.investing.com/news/economy-news/asia-shares-wobble-bitcoin-rallies-on-trump-trade-3671981,Reuters,2024-10-21 21:31:03
62,eur-usd,Dollar rises in tandem with US rates on economic view,"By Chuck Mikolajczak NEW YORK (Reuters) -The dollar climbed on Monday, buoyed by a rise in U.S. bond yields, as a run of solid U.S. economic data suggested the Federal Reserve can...",https://www.investing.com/news/economy-news/bitcoin-at-3month-high-as-trump-odds-drive-currencies-3671969,Reuters,2024-10-21 19:56:43
63,eur-usd,Spain stocks lower at close of trade; IBEX 35 down 0.70%,"Investing.com – Spain stocks were lower after the close on Monday, as losses in the Financial Services & Real Estate, Building & Construction and Telecoms & IT sectors led shares...",https://www.investing.com/news/stock-market-news/spain-stocks-lower-at-close-of-trade-ibex-35-down-070-3673539,Investing.com,2024-10-21 16:08:39
64,eur-usd,Portugal stocks lower at close of trade; PSI down 0.67%,"Investing.com – Portugal stocks were lower after the close on Monday, as losses in the Utilities, Industrials and Consumer Goods sectors led shares lower. At the close in Lisbon,...",https://www.investing.com/news/stock-market-news/portugal-stocks-lower-at-close-of-trade-psi-down-067-3673534,Investing.com,2024-10-21 16:08:06
65,eur-usd,Italy stocks lower at close of trade; Investing.com Italy 40 down 0.70%,"Investing.com – Italy stocks were lower after the close on Monday, as losses in the Technology, Telecoms and Financials sectors led shares lower. At the close in Milan, the...",https://www.investing.com/news/stock-market-news/italy-stocks-lower-at-close-of-trade-investingcom-italy-40-down-070-3673531,Investing.com,2024-10-21 16:07:08
66,eur-usd,Germany stocks lower at close of trade; DAX down 1.02%,"Investing.com – Germany stocks were lower after the close on Monday, as losses in the Construction, Technology and Insurance sectors led shares lower. At the close in Frankfurt,...",https://www.investing.com/news/stock-market-news/germany-stocks-lower-at-close-of-trade-dax-down-102-3673528,Investing.com,2024-10-21 16:06:21
67,eur-usd,France stocks lower at close of trade; CAC 40 down 1.01%,"Investing.com – France stocks were lower after the close on Monday, as losses in the Consumer Goods, Technology and Basic Materials sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/france-stocks-lower-at-close-of-trade-cac-40-down-101-3673527,Investing.com,2024-10-21 16:05:31
68,eur-usd,Finland stocks lower at close of trade; OMX Helsinki 25 down 0.50%,"Investing.com – Finland stocks were lower after the close on Monday, as losses in the Basic Materials, Technology and Financials sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/finland-stocks-lower-at-close-of-trade-omx-helsinki-25-down-050-3673508,Investing.com,2024-10-21 16:00:04
69,eur-usd,ECB's Kazimir: increasingly confident in disinflation path,FRANKFURT (Reuters) - Euro zone inflation is increasingly likely to return to target next year but a bit more evidence is needed before the European Central Bank can declare...,https://www.investing.com/news/economy-news/ecbs-kazimir-increasingly-confident-in-disinflation-path-3672630,Reuters,2024-10-21 11:20:42
70,eur-usd,Dollar retains strength on Trump confidence; euro slips after German PPI,"Investing.com - The U.S. dollar edged higher Monday, retaining recent strength as the US presidential election draws near and polls point to a rising likelihood of former President...",https://www.investing.com/news/forex-news/dollar-retains-strength-on-trump-confidence-euro-slips-after-german-ppi-3672205,Investing.com,2024-10-21 08:38:43
71,eur-usd,"Dollar riding return of 'Trump Trade,' but gains will likely be fleeting: UBS","Investing.com -- The dollar has enjoyed a boost from the return of the ""Trump trade"" as Republican presidential candidate Donald Trump's chances of returning to the White House...",https://www.investing.com/news/forex-news/dollar-riding-return-of-trump-trade-but-gains-will-likely-be-fleeting-ubs-3671696,Investing.com,2024-10-18 21:00:03
72,eur-usd,"U.S. stocks post sixth straight weeks of gains, gold hits all-time high",By Stephen Culp NEW YORK (Reuters) -Tech stocks powered Wall Street stocks to a higher close and crude prices posted their biggest weekly drop in a month on Friday as investors...,https://www.investing.com/news/stock-market-news/dollar-buoyant-equities-cautious-ahead-of-china-data-3670054,Reuters,2024-10-18 20:52:59
73,eur-usd,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.09%,"Investing.com – U.S. stocks were higher after the close on Friday, as gains in the Consumer Services, Utilities and Basic Materials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-009-3671664,Investing.com,2024-10-18 20:35:58
74,eur-usd,"US dollar rally pauses, but uptrend intact; set for 3rd weekly gain","By Gertrude Chavez-Dreyfuss NEW YORK (Reuters) -The U.S. dollar fell on Friday, taking a breather after five straight days of gains, as risk appetite increased following yet...",https://www.investing.com/news/economy-news/dollar-rides-trump-trade-toward-third-weekly-rise-3670036,Reuters,2024-10-18 20:00:44
75,eur-usd,Spain stocks higher at close of trade; IBEX 35 up 0.07%,"Investing.com – Spain stocks were higher after the close on Friday, as gains in the Financial Services & Real Estate, Building & Construction and Telecoms & IT sectors led shares...",https://www.investing.com/news/stock-market-news/spain-stocks-higher-at-close-of-trade-ibex-35-up-007-3671381,Investing.com,2024-10-18 16:08:27
76,eur-usd,Italy stocks higher at close of trade; Investing.com Italy 40 up 0.45%,"Investing.com – Italy stocks were higher after the close on Friday, as gains in the Technology, Industrials and Financials sectors led shares higher. At the close in Milan, the...",https://www.investing.com/news/stock-market-news/italy-stocks-higher-at-close-of-trade-investingcom-italy-40-up-045-3671377,Investing.com,2024-10-18 16:07:01
77,eur-usd,Germany stocks higher at close of trade; DAX up 0.38%,"Investing.com – Germany stocks were higher after the close on Friday, as gains in the Food & Beverages, Chemicals and Consumer & Cyclical sectors led shares higher. At the close...",https://www.investing.com/news/stock-market-news/germany-stocks-higher-at-close-of-trade-dax-up-038-3671375,Investing.com,2024-10-18 16:06:12
78,eur-usd,France stocks higher at close of trade; CAC 40 up 0.39%,"Investing.com – France stocks were higher after the close on Friday, as gains in the Consumer Goods, Technology and Basic Materials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/france-stocks-higher-at-close-of-trade-cac-40-up-039-3671374,Investing.com,2024-10-18 16:05:30
79,eur-usd,Dollar stabilizes after gains; sterling boosted by retail sales,"Investing.com - The U.S. dollar slipped lower Friday, handing back some of the previous session’s gains on the back of strong retail sales, but remained on track for its third...",https://www.investing.com/news/forex-news/dollar-stabilizes-after-gains-sterling-boosted-by-retail-sales-3670278,Investing.com,2024-10-18 08:41:45
80,eur-usd,"ECB to keep options open in face of undershooting risk, Villeroy says",PARIS (Reuters) - The European Central Bank is keeping its options fully open at upcoming interest rate meetings as the risk of undershooting its inflation target is now as big as...,https://www.investing.com/news/economy-news/ecb-to-keep-options-open-in-face-of-undershooting-risk-villeroy-says-3670279,Reuters,2024-10-18 08:36:04
