,pair,title,description,link,provider,time_published
54,usd-jpy,"Asia FX weakens, dollar at near 3-mth high amid rate, election jitters","Investing.com-- Most Asian currencies weakened on Wednesday as uncertainty over U.S. interest rates and the upcoming presidential elections kept traders risk-averse, while the...",https://www.investing.com/news/forex-news/asia-fx-weakens-dollar-at-near-3mth-high-amid-rate-election-jitters-3676534,Investing.com,2024-10-23 03:59:32
55,usd-jpy,Morning Bid: U.S. yield spike spooks investors,By Jamie McGeever (Reuters) - A look at the day ahead in Asian markets.  If the prospect of a soft landing for the U.S. economy had boosted investor sentiment and global risk...,https://www.investing.com/news/economy-news/morning-bid-us-yield-spike-spooks-investors-3676326,Reuters,2024-10-22 21:51:32
56,usd-jpy,"Shares fall, US yields rise amid election and rate cut jitters",By Chibuike Oguh NEW YORK (Reuters) -Global stocks dropped for the second straight session while U.S. yields rose on Tuesday amid market uncertainty ahead of the U.S. election as...,https://www.investing.com/news/stock-market-news/bonds-slide-stocks-slip-as-us-election-looms-3674221,Reuters,2024-10-22 21:18:18
57,usd-jpy,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.02%,"Investing.com – U.S. stocks were mixed after the close on Tuesday, as gains in the Consumer Goods, Oil & Gas and Technology sectors led shares higher while losses in the Telecoms,...",https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-002-3676132,Investing.com,2024-10-22 20:35:06
58,usd-jpy,"Dollar hits to 2-1/2-month peak as US rates, election eyed","By Chuck Mikolajczak NEW YORK (Reuters) - The U.S. dollar rose to a fresh 2-1/2-month high on Tuesday, continuing its recent ascent on expectations the Federal Reserve will temper...",https://www.investing.com/news/economy-news/dollar-steady-at-august-high-on-us-rates-view-election-3674220,Reuters,2024-10-22 20:11:05
59,usd-jpy,"Euro could fall 10% on Trump tariffs, tax cuts, Goldman says",Investing.com -- Recent developments have reinforced the factors supporting the dollar's strength over the past decade but the upcoming US election could significantly alter this...,https://www.investing.com/news/forex-news/euro-could-fall-10-on-trump-tariffs-tax-cuts-goldman-says-3674737,Investing.com,2024-10-22 10:56:57
60,usd-jpy,"Factbox-What to expect in 2024: Forecasts for GDP, inflation and other assets",(Reuters) - The U.S. Federal Reserve cut interest rates by an oversized 50 basis points (bps) in its Sept 17-18 meeting that Chair Jerome Powell said was meant to show...,https://www.investing.com/news/economy-news/factboxwhat-to-expect-in-2024-forecasts-for-gdp-inflation-and-other-assets-3674489,Reuters,2024-10-22 10:20:49
61,usd-jpy,"Morning Bid: Bonds bowl over the pins, IMF forecasts due",A look at the day ahead in U.S. and global markets from Mike Dolan U.S. Treasuries are starting to balk at post-election fiscal prospects and the resulting spike in benchmark...,https://www.investing.com/news/commodities-news/morning-bid-bonds-bowl-over-the-pins-imf-forecasts-due-3674510,Reuters,2024-10-22 10:11:20
62,usd-jpy,Dollar slips from highs; euro gains ahead of ECB speakers,"Investing.com - The U.S. dollar edged lower Tuesday, but remained near recent highs amid uncertainty over the pace of interest rate reductions as the US presidential election draws...",https://www.investing.com/news/forex-news/dollar-slips-from-highs-euro-gains-ahead-of-ecb-speakers-3674388,Investing.com,2024-10-22 08:38:45
63,usd-jpy,Japan stocks lower at close of trade; Nikkei 225 down 1.60%,"Investing.com – Japan stocks were lower after the close on Tuesday, as losses in the Chemical, Petroleum & Plastic, Rubber and Power sectors led shares lower. At the close in...",https://www.investing.com/news/stock-market-news/japan-stocks-lower-at-close-of-trade-nikkei-225-down-160-3674302,Investing.com,2024-10-22 06:35:03
64,usd-jpy,"Asia FX weakens with yen near 3-mth low; dollar firm on rates, election jitters","Investing.com-- Most Asian currencies moved in a flat-to-low range on Tuesday with the Japanese yen hitting its weakest level since late-July, while the dollar steadied near recent...",https://www.investing.com/news/forex-news/asia-fx-weakens-with-yen-near-3mth-low-dollar-firm-on-rates-election-jitters-3674234,Investing.com,2024-10-22 03:40:03
65,usd-jpy,"Asia stocks dip amid rates, election uncertainty; China shares drift higher","Investing.com-- Most Asian stocks fell on Tuesday as uncertainty over interest rates and the U.S. presidential election kept traders largely risk-averse, while Chinese markets...",https://www.investing.com/news/stock-market-news/asia-stocks-dip-amid-rates-election-uncertainty-china-shares-drift-higher-3674224,Investing.com,2024-10-22 02:20:21
66,usd-jpy,"Morning Bid: Yen-Nikkei link intensifies as US yields, dollar spike","By Jamie McGeever (Reuters) - A look at the day ahead in Asian markets.  Asian markets on Tuesday will be hoping to rebound from Monday's fairly lackluster start to the week, with...",https://www.investing.com/news/economy-news/morning-bid-yennikkei-link-intensifies-as-us-yields-dollar-spike-3674093,Reuters,2024-10-21 21:51:14
67,usd-jpy,U.S. stocks mixed at close of trade; Dow Jones Industrial Average down 0.80%,"Investing.com – U.S. stocks were mixed after the close on Monday, as gains in the Technology, Oil & Gas and Utilities sectors led shares higher while losses in the Healthcare,...",https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-down-080-3673906,Investing.com,2024-10-21 20:36:00
68,usd-jpy,Dollar rises in tandem with US rates on economic view,"By Chuck Mikolajczak NEW YORK (Reuters) -The dollar climbed on Monday, buoyed by a rise in U.S. bond yields, as a run of solid U.S. economic data suggested the Federal Reserve can...",https://www.investing.com/news/economy-news/bitcoin-at-3month-high-as-trump-odds-drive-currencies-3671969,Reuters,2024-10-21 19:56:43
69,usd-jpy,Dollar retains strength on Trump confidence; euro slips after German PPI,"Investing.com - The U.S. dollar edged higher Monday, retaining recent strength as the US presidential election draws near and polls point to a rising likelihood of former President...",https://www.investing.com/news/forex-news/dollar-retains-strength-on-trump-confidence-euro-slips-after-german-ppi-3672205,Investing.com,2024-10-21 08:38:43
70,usd-jpy,Japan stocks higher at close of trade; Nikkei 225 up 0.11%,"Investing.com – Japan stocks were higher after the close on Monday, as gains in the Precision Instruments, Pharmaceutical Industry and Transportation Equipment sectors led shares...",https://www.investing.com/news/stock-market-news/japan-stocks-higher-at-close-of-trade-nikkei-225-up-011-3672095,Investing.com,2024-10-21 06:35:04
71,usd-jpy,What to look for at Bank of Japan's October policy meeting,"By Leika Kihara TOKYO (Reuters) - The Bank of Japan holds a two-day policy meeting concluding on Oct. 31, days after a general election where new Prime Minister Shigeru Ishiba...",https://www.investing.com/news/economy-news/what-to-look-for-at-bank-of-japans-october-policy-meeting-3671952,Reuters,2024-10-21 04:15:42
72,usd-jpy,"Asia FX muted, yuan steady after China rate cut","Investing.com-- Most Asian currencies moved in a tight range on Monday, with the yuan steady after the People’s Bank cut interest rates slightly more than expected, while the...",https://www.investing.com/news/forex-news/asia-fx-muted-yuan-steady-after-china-rate-cut-3671987,Investing.com,2024-10-21 03:42:53
73,usd-jpy,"U.S. stocks post sixth straight weeks of gains, gold hits all-time high",By Stephen Culp NEW YORK (Reuters) -Tech stocks powered Wall Street stocks to a higher close and crude prices posted their biggest weekly drop in a month on Friday as investors...,https://www.investing.com/news/stock-market-news/dollar-buoyant-equities-cautious-ahead-of-china-data-3670054,Reuters,2024-10-18 20:52:59
74,usd-jpy,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.09%,"Investing.com – U.S. stocks were higher after the close on Friday, as gains in the Consumer Services, Utilities and Basic Materials sectors led shares higher. At the close in...",https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-009-3671664,Investing.com,2024-10-18 20:35:58
75,usd-jpy,"US dollar rally pauses, but uptrend intact; set for 3rd weekly gain","By Gertrude Chavez-Dreyfuss NEW YORK (Reuters) -The U.S. dollar fell on Friday, taking a breather after five straight days of gains, as risk appetite increased following yet...",https://www.investing.com/news/economy-news/dollar-rides-trump-trade-toward-third-weekly-rise-3670036,Reuters,2024-10-18 20:00:44
76,usd-jpy,Dollar stabilizes after gains; sterling boosted by retail sales,"Investing.com - The U.S. dollar slipped lower Friday, handing back some of the previous session’s gains on the back of strong retail sales, but remained on track for its third...",https://www.investing.com/news/forex-news/dollar-stabilizes-after-gains-sterling-boosted-by-retail-sales-3670278,Investing.com,2024-10-18 08:41:45
77,usd-jpy,Japan stocks higher at close of trade; Nikkei 225 up 0.11%,"Investing.com – Japan stocks were higher after the close on Friday, as gains in the Power, Banking and Rubber sectors led shares higher. At the close in Tokyo, the Nikkei 225 rose...",https://www.investing.com/news/stock-market-news/japan-stocks-higher-at-close-of-trade-nikkei-225-up-011-3670150,Investing.com,2024-10-18 06:35:03
78,usd-jpy,Asia FX muted as dollar steadies at over 2-mth peaks on strong data,Investing.com-- Most Asian currencies kept to a tight range on Friday as the dollar steadied at more than two-month highs as strong economic data furthered expectations of smaller...,https://www.investing.com/news/forex-news/asia-fx-muted-as-dollar-steadies-at-over-2mth-peaks-on-strong-data-3670093,Investing.com,2024-10-18 04:16:17
79,usd-jpy,Japan top FX diplomat says recent yen moves 'one-sided' in fresh warning,"By Makiko Yamazaki and Rocky Swift TOKYO (Reuters) -Japan's top currency diplomat, Atsushi Mimura, said on Friday that recent currency moves are ""somewhat one-sided and rapid,"" in...",https://www.investing.com/news/economy-news/japan-top-fx-diplomat-says-recent-yen-moves-onesided-in-fresh-warning-3670039,Reuters,2024-10-18 03:20:48
